"branca","nota","id","descrizione","tariffa"
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","I **",241901,"TRATTAMENTO IMMEDIATO DELLE URGENZE ODONTOSTOMATOLOGICHE 
(quando eseguite devono essere aggiunte le prestazioni:23.20.1 - 23.20.2 - 27.51-27.52)",21
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","I **",247001,"TERAPIA GNATOLOGICA
 (per anno)
 (la tariffa non è comprensiva dei dispositivi medico individuali)",500
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",25.01.00,"BIOPSIA [AGOBIOPSIA] DELLA LINGUA",43
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",26.31.00,"FRENULOTOMIA LINGUALE  
Escluso: Frenulotomia labiale (27.91)",29
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",26.32.00,"FRENULECTOMIA LINGUALE  
Escluso: Frenulectomia labiale (27.41)",57
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",26.00.00,"INCISIONE DELLE GHIANDOLE O DOTTI SALIVARI
Asportazione di calcoli del dotto salivare",57
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",26.11.00,"BIOPSIA [AGOBIOPSIA] DI GHIANDOLA O DOTTO SALIVARE",43
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",27.31.00,"SPECILLAZIONE DI DOTTO SALIVARE","31,2"
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",27.21.00,"BIOPSIA DEL PALATO OSSEO",64
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",27.23.00,"BIOPSIA DEL LABBRO",43
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",27.24.00,"BIOPSIA DELLA BOCCA, STRUTTURA NON SPECIFICATA",43
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",27.41.00,"FRENULECTOMIA LABIALE  
Escluso: Sezione del frenulo labiale (27.91)",43
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",27.49.01,"ALTRA ASPORTAZIONE DI LESIONE DELLA BOCCA  
Asportazione neoformazioni del cavo orale",43
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",27.51.00,"SUTURA DI LACERAZIONE DEL LABBRO",43
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",27.52.00,"SUTURA DI LACERAZIONE DI ALTRA PARTE DELLA BOCCA",43
"OTORINOLARINGOIATRIA","m1",28.11.00,"INCISIONE DELL' UGOLA","10,7"
"ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE","m1",28.31.00,"FRENULOTOMIA LABIALE  
Sezione del frenulo labiale  
Escluso: Frenulotomia linguale (25.91)",43
"OTORINOLARINGOIATRIA","m1",28.00.01,"INCISIONE E DRENAGGIO ASCESSO PERITONSILLARE","23,4"
"OTORINOLARINGOIATRIA","m1",29.12.00,"BIOPSIA FARINGEA","23,4"
"OTORINOLARINGOIATRIA","as",31.42.00,"Endoscopia delle fosse nasali e rinofaringe con fibre ottiche","32,5"
"OTORINOLARINGOIATRIA","m1",31.42.00,"LARINGOSCOPIA E ALTRA TRACHEOSCOPIA
Laringoscopia a fibre ottiche","32,5"
"OTORINOLARINGOIATRIA","m1",31.42.01,"LARINGOSCOPIA INDIRETTA  
Incluso: Anestesia","8,3"
"OTORINOLARINGOIATRIA","m1",31.42.02,"LARINGOSTROBOSCOPIA","21,5"
"OTORINOLARINGOIATRIA","m1",31.43.00,"BIOPSIA [ENDOSCOPICA] DELLA LARINGE  
In laringoscopia indiretta o con fibre ottiche  
Incluso: Anestesia","29,3"
"OTORINOLARINGOIATRIA","m1",31.48.01,"ESAME ELETTROGLOTTOGRAFICO","13,5"
"OTORINOLARINGOIATRIA","as",31.48.02,"Analisi elettroacustica della voce: analisi spettroacustica ed analisi multiparametrica della voce","23,5"
"OTORINOLARINGOIATRIA","m1",31.48.02,"ESAME FONETOGRAFICO","23,5"
"OTORINOLARINGOIATRIA","IH",32.38.01,"SOSTITUZIONE DI PROTESI FONATORIA. 
Incluso: protesi",400
"PNEUMOLOGIA","H",33.22.00,"BRONCOSCOPIA CON FIBRE OTTICHE
Tracheobroncoscopia esplorativa  
Escluso: Broncoscopia con biopsia (33.24)","82,65"
"PNEUMOLOGIA","H",33.24.00,"BIOPSIA BRONCHIALE [ENDOSCOPICA]  
Broncoscopia (fibre ottiche) (rigida) con: biopsia esfoliativa del polmone, brushing o washing per prelievo di campione, biopsia asportativa  
Escluso: Biopsia percutanea del polmone diversa da quella esfoliativa","129,1"
"CHIRURGIA GENERALE","H",34.24.00,"BIOPSIA DELLA PLEURA  
Biopsia con ago sottile","129,1"
"CHIRURGIA GENERALE","H",35.31.00,"TORACENTESI","92,95"
"DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA","H",35.31.01,"TORACENTESI  
TC-guidata","165,25"
"CHIRURGIA GENERALE","H",35.31.01,"TORACENTESI  
TC-guidata","165,25"
"ONCOLOGIA","H",35.32.00,"INIEZIONE NELLA CAVITA' TORACICA  
Pleurodesi chimica, iniezione di agente citotossico o tetraciclina  
E' richiesto un codice aggiuntivo per eventuale chemioterapico antitumorale (99.25)  
Escluso: Iniezione per collasso del polmone",62
"CHIRURGIA VASCOLARE - ANGIOLOGIA","I",38.00.01,"INCISIONE DI VENA SUPERFICIALE PER TROMBOFLEBITE O VARICOFLEBITE",600
"CHIRURGIA VASCOLARE - ANGIOLOGIA","I ",38.00.02,"INCISIONE DI VENA TROMBIZZATA DOPO SCLEROTERAPIA",600
"CARDIOLOGIA",,38.22.00,"ANGIOSCOPIA PERCUTANEA  
Capillaroscopia  
Escluso: Angioscopia dell' occhio (95.12)","59,3"
"CHIRURGIA VASCOLARE - ANGIOLOGIA",,38.22.00,"ANGIOSCOPIA PERCUTANEA  
Capillaroscopia  
Escluso: Angioscopia dell' occhio (95.12)","59,3"
"CHIRURGIA VASCOLARE - ANGIOLOGIA","as",38.22.00,"Videomicroscopia a sonda ottica (epiluminescenza digitalizzata)","59,3"
"CARDIOLOGIA","as",38.22.00,"Videomicroscopia a sonda ottica (epiluminescenza digitalizzata)","59,3"
"CHIRURGIA VASCOLARE - ANGIOLOGIA",,38.22.01,"CAPILLAROSCOPIA CON VIDEOREGISTRAZIONE
Escluso: Angioscopia dell' occhio (95.12)","59,3"
"CARDIOLOGIA",,38.22.01,"CAPILLAROSCOPIA CON VIDEOREGISTRAZIONE
Escluso: Angioscopia dell' occhio (95.12)","59,3"
"CHIRURGIA VASCOLARE - ANGIOLOGIA","IH ",38.50.01,"LEGATURA VENA PERFORANTE INCONTINENTE","26,55"
"CHIRURGIA VASCOLARE - ANGIOLOGIA","IH ",38.53.00,"ASPORTAZIONE DI VENE DELL'ARTO SUPERIORE",600
"CHIRURGIA VASCOLARE - ANGIOLOGIA","Hm1",38.59.01,"MINISTRIPPING [VARICECTOMIA] DI VENE VARICOSE DELL' ARTO INFERIORE - Stripping delle collaterali - Escluse le safene ed indipendentemente dal numero di vasi collaterali trattati",600
"CHIRURGIA VASCOLARE - ANGIOLOGIA","IH ",38.59.02,"DECONNESSIONE DEGLI SBOCCHI SAFENO-FEMORALE E SAFENO-POPLITEO. 
Escluso trombosi dell'ostio.",600
"CHIRURGIA VASCOLARE - ANGIOLOGIA","IH ",39.34.00,"POSIZIONAMENTO DI CATETERE VENOSO CENTRALE O DI DOPPIO CATETERE GIUGULARE O FEMORALE [Catetere a permanenza, con pompa del paziente (PCA), con tunnel, con port]. Incluso: radiografia di controllo","284,9"
"NEFROLOGIA","IH ",39.34.00,"POSIZIONAMENTO DI CATETERE VENOSO CENTRALE O DI DOPPIO CATETERE GIUGULARE O FEMORALE [Catetere a permanenza, con pompa del paziente (PCA), con tunnel, con port]. Incluso: radiografia di controllo","284,9"
"CHIRURGIA VASCOLARE - ANGIOLOGIA","IH ",39.34.01,"INSERZIONE DI CATETERE VENOSO CENTRALE CON ACCESSO CHIRURGICO. 
Incluso: radiografia di controllo","284,9"
"NEFROLOGIA","IH ",39.34.01,"INSERZIONE DI CATETERE VENOSO CENTRALE CON ACCESSO CHIRURGICO. 
Incluso: radiografia di controllo","284,9"
"CHIRURGIA VASCOLARE - ANGIOLOGIA","IH ",39.34.02,"INSERZIONE DI CATETERE VENOSO CENTRALE PER VIA PERCUTANEA. 
Incluso: radiografia di controllo","154,9"
"NEFROLOGIA","IH ",39.34.02,"INSERZIONE DI CATETERE VENOSO CENTRALE PER VIA PERCUTANEA. 
Incluso: radiografia di controllo","154,9"
"NEFROLOGIA","H",39.35.00,"CATETERISMO VENOSO PER DIALISI RENALE  
Singolo o doppio","258,25"
"CHIRURGIA VASCOLARE - ANGIOLOGIA","Hm1",39.38.00,"PUNTURA DI ARTERIA  
Iniezione endoarteriosa  
Escluso: Puntura per arteriografia coronarica, Arteriografia (88.42.1 - 88.48)","35,65"
"ONCOLOGIA","Hm1",39.38.00,"PUNTURA DI ARTERIA  
Iniezione endoarteriosa  
Escluso: Puntura per arteriografia coronarica, Arteriografia (88.42.1 - 88.48)","35,65"
"RADIOTERAPIA","m1",39.39.01,"INIEZIONE DI MEZZO DI CONTRASTO PER SIMULAZIONE RADIOTERAPICA TC",27
"RADIOTERAPIA","m1",39.39.02,"INIEZIONE DI MEZZO DI CONTRASTO PER SIMULAZIONE RADIOTERAPICA  RM",43
"CARDIOLOGIA","m1",40.32.00,"INIEZIONE INTRAVENOSA DI SOSTANZE SCLEROSANTI  
Escluso: Iniezioni per varici esofagee, emorroidi (49.42)","9,6"
"CHIRURGIA VASCOLARE - ANGIOLOGIA","m1",40.32.00,"INIEZIONE INTRAVENOSA DI SOSTANZE SCLEROSANTI  
Escluso: Iniezioni per varici esofagee, emorroidi (49.42)","9,6"
"NEFROLOGIA","H m1",40.35.01,"EMODIALISI IN ACETATO O IN BICARBONATO",163
"NEFROLOGIA","m1",40.35.02,"EMODIALISI IN ACETATO O IN BICARBONATO, AD ASSISTENZA LIMITATA",136
"NEFROLOGIA","m1",40.35.03,"EMODIALISI IN ACETATO O IN BICARBONATO, DOMICILIARE",108
"NEFROLOGIA","H m1",40.35.04,"EMODIALISI IN BICARBONATO E MEMBRANE MOLTO BIOCOMPATIBILI",174
"NEFROLOGIA","H m1",40.35.05,"EMODIAFILTRAZIONE  
Biofiltrazione senza acetato  
Biofiltrazione  
Emodiafiltrazione con membrane a permeabilita' elevata",244
"NEFROLOGIA","m1",40.35.06,"EMODIAFILTRAZIONE AD ASSISTENZA LIMITATA  
Biofiltrazione senza acetato  
Biofiltrazione  
Emodiafiltrazione con membrane a permeabilita' elevata",217
"NEFROLOGIA","H m1",40.35.07,"ALTRA EMODIAFILTRAZIONE  
Con membrane a permeabilita' elevata e molto biocompatibili",271
"NEFROLOGIA","H m1",40.35.08,"EMOFILTRAZIONE",271
"NEFROLOGIA","H m1",40.35.09,"EMODIALISI - EMOFILTRAZIONE  
Tecnica mista",217
"NEFROLOGIA",,40.39.01,"VALUTAZIONE DEL RICIRCOLO DI FISTOLA ARTEROVENOSA","17,45"
"CHIRURGIA GENERALE",,40.11.00,"BIOPSIA DI STRUTTURE LINFATICHE  
Biopsia di linfonodi cervicali, sopraclaveari o prescalenici  Biopsia di linfonodi ascellari","41,85"
"CHIRURGIA GENERALE","as",40.19.01,"Agobiopsia ecoguidata di ghiandole salivari","59,3"
"CHIRURGIA GENERALE",,40.19.01,"AGOBIOPSIA LINFONODALE ECO-GUIDATA","59,3"
"DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA","as",40.19.01,"Agobiopsia ecoguidata di ghiandole salivari","59,3"
"DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA",,40.19.01,"AGOBIOPSIA LINFONODALE ECO-GUIDATA","59,3"
"DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA",,40.19.02,"AGOBIOPSIA LINFONODALE TC-GUIDATA","104,6"
"CHIRURGIA GENERALE",,40.19.02,"AGOBIOPSIA LINFONODALE TC-GUIDATA","104,6"
"CHIRURGIA GENERALE","m1",41.31.00,"BIOPSIA [AGOBIOPSIA] DEL MIDOLLO OSSEO","35,5"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",42.24.00,"BIOPSIA [ENDOSCOPICA] DELL' ESOFAGO  
Brushing o washing per raccolta di campione  
Esofagoscopia con biopsia  
Biopsia aspirativa dell' esofago  
Escluso: Esofagogastroduodenoscopia [EGD] con biopsia (45.16)",55
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",42.29.01,"TEST DI BERNSTEIN","14,5"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA",,42.29.02,"pH METRIA ESOFAGEA (24 ORE)","81,6"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",42.33.01,"ASPORTAZIONE O DEMOLIZIONE ENDOSCOPICA DI LESIONE O TESSUTO ESOFAGEO  
Per via endoscopica: polipectomia esofagea di uno o più polipi 
Escluso: Biopsia dell' esofago (42.24), Fistolectomia, Legatura (aperta) di varici esofagee",65
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","H m1",42.33.02,"ASPORTAZIONE  DI LESIONE O TESSUTO ESOFAGEO O RICANALIZZAZIONE ENDOSCOPICA
Mediante laser",126
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",43.41.01,"ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DELLO STOMACO PER VIA ENDOSCOPICA  
Polipectomia gastrica di uno o più polipi con approccio endoscopico  
Escluso: Biopsia dello stomaco (44.14), Controllo di emorragia",63
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",43.41.02,"ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DELLO STOMACO PER VIA ENDOSCOPICA  
Mediante laser  
Escluso: Biopsia dello stomaco (44.14), Controllo di emorragia",101
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",44.14.00,"BIOPSIA [ENDOSCOPICA] DELLO STOMACO  
Brushing o washing per prelievo di campione  
Escluso: Esofagogastroduodenoscopia [EGD] con biopsia (45.16)",66
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA",,44.19.01,"SONDAGGIO GASTRICO FRAZIONATO  
Con stimolazione  
Escluso: Lavanda gastrica, Esame istologico di campione dello stomaco, Radiografia gastrointestinale superiore (87.62)","87,8"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",44.19.02,"BREATH TEST PER HELYCOBACTER PYLORI (UREA C13)","14,5"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","H I **",441401,"BIOPSIA [ECOENDOSCOPICA] ESOFAGOGASTRODUODENALE
Non associabile a Biopsia [endoscopica] dell'intestino tenue (45.14)
Non associabile a Esofagogastroduodenoscopia [EGD] con biopsia (45.16)
Non associabile a Ecoendoscopia esofagogastroduodenale (441931)",870
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","H I **",441931,"ECOENDOSCOPIA ESOFAGOGASTRODUODENALE
Non associabile a Esofagogastroduodenoscopia (45.13) 
Non associabile a Biopsia [ecoendoscopica] esofagogastroduodenale (441401)",310
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",45.13.00,"ESOFAGOGASTRODUODENOSCOPIA [EGD]  Endoscopia dell' intestino tenue  
Escluso: Endoscopia con biopsia (45.14-45.16)",68
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","I**",45.13.01,"ENTEROSCOPIA CON MICROCAMERA INGERIBILE",850
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",45.14.00,"BIOPSIA [ENDOSCOPICA] DELL' INTESTINO TENUE  
Brushing o washing per prelievo di campione  
Escluso: Esofagogastroduodenoscopia[EGD] con biopsia (45.16)",79
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",45.16.00,"ESOFAGOGASTRODUODENOSCOPIA [EGD] CON BIOPSIA  
Biopsia di una o più sedi di esofago, stomaco e duodeno",92
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",45.23.00,"COLONSCOPIA CON ENDOSCOPIO FLESSIBILE
Escluso: Colonscopia transaddominale o attraverso stoma artificiale, Sigmoidoscopia con endoscopio flessibile (45.24), Proctosigmoidoscopia con endoscopio rigido (48.23), Endoscopia transaddominale dell' intestinocrasso",74
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",45.23.01,"COLONSCOPIA - ILEOSCOPIA RETROGRADA",124
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","as",45.24.00,"Colonscopia attraverso stoma artificiale",45
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",45.24.00,"SIGMOIDOSCOPIA CON ENDOSCOPIO FLESSIBILE  
Endoscopia del colon discendente  
Escluso: Proctosigmoidoscopia con endoscopio rigido (48.23)",45
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",45.25.00,"BIOPSIA [ENDOSCOPICA] DELL' INTESTINO CRASSO 
Biopsia di sedi intestinali aspecifiche  
Brushing o washing per prelievo di campione  
Colonscopia con biopsia  
Escluso: Proctosigmoidoscopia con biopsia (48.24)",113
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA",,45.29.01,"BREATH TEST PER DETERMINAZIONE TEMPO DI TRANSITO INTESTINALE","74,9"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","as",45.29.02,"Breath Test all’aminopirina","41,85"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","as",45.29.02,"Breath Test per Funzionalità Pancreatica","41,85"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA",,45.29.02,"BREATH TEST PER DETERMINAZIONE DI COLONIZZAZIONE BATTERICA ANOMALA","41,85"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","as",45.29.03,"Breath Test al Fruttosio","28,5"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",45.29.03,"BREATH TEST AL LATTOSIO","28,5"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA",,45.29.04,"MANOMETRIA DEL COLON","167,35"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",45.42.00,"POLIPECTOMIA ENDOSCOPICA  DELL' INTESTINO CRASSO  
Polipectomia di uno o più polipi con approccio endoscopico  
Escluso: Polipectomia con approccio addominale",126
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",45.43.01,"ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DELL' INTESTINO CRASSO PER VIA ENDOSCOPICA  
Mediante laser  
Escluso: Polipectomia endoscopica dell' intestino crasso (45.42)",134
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","H I **",452601,"BIOPSIA [ECOENDOSCOPICA] DEL COLON
Non associabile a Biopsia [ENDOSCOPICA] dell'intestino crasso (45.25)
Non associabile a Biopsia [ecoendoscopica] del retto-sigma (482401)",890
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","H I **",452951,"ECOENDOSCOPIA DEL COLON
Non associabile a Colonscopia con endoscopio flessibile (45.23)
Non associabile a Colonscopia-Ileoscopia retrograda (45.23.1)
Non associabile a Sigmoidoscopia con endoscopio flessibile (45.24)Non associabile a Biopsia [ecoendoscopica] del colon (452601)
Non associabile a Proctosigmoidoscopia con endoscopio rigido (48.23)
Non associabile a Ecoendoscopia del retto-sigma (482921)",350
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",48.23.00,"PROCTOSIGMOIDOSCOPIA CON ENDOSCOPIO RIGIDO  
Escluso: Sigmoidoscopia con endoscopio flessibile (45.24)","30,5"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",48.24.00,"BIOPSIA [ENDOSCOPICA] DEL RETTO  
Brushing o washing per raccolta di campione  
Proctosigmoidoscopia con biopsia",54
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA",,48.29.01,"MANOMETRIA ANO-RETTALE","58,35"
"CHIRURGIA GENERALE","Hm1",48.35.00,"ASPORTAZIONE LOCALE DI LESIONE O TESSUTO DEL RETTO  
Escluso: Biopsia del retto (48.24), Asportazione di tessuto perirettale, Emorroidectomia (49.46), Fistolectomia rettale","35,5"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","Hm1",48.35.00,"ASPORTAZIONE LOCALE DI LESIONE O TESSUTO DEL RETTO  
Escluso: Biopsia del retto (48.24), Asportazione di tessuto perirettale, Emorroidectomia (49.46), Fistolectomia rettale","35,5"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","H I **",482401,"BIOPSIA [ECOENDOSCOPICA] DEL RETTO-SIGMA
Non associabile a Biopsia [ENDOSCOPICA] del retto-sigma (48.24)
Non associabile a Biopsia [ecoendoscopica] del colon (452601)",870
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","H I **",482921,"ECOENDOSCOPIA DEL RETTO-SIGMA
Non associabile a Proctosigmoidoscopia con endoscopio rigido (48.23)
Non associabile a Ecoendoscopia del colon (452951)
Non associabile a Biopsia [ecoendoscopica] del retto-sigma (482401)",310
"CHIRURGIA GENERALE","m1",49.01.00,"INCISIONE DI ASCESSO PERIANALE","35,5"
"CHIRURGIA GENERALE","m1",49.02.00,"ALTRA INCISIONE DI TESSUTI PERIANALI  
Undercutting di tessuto perianale  
Escluso: Fistulotomia anale (49.11)","35,5"
"CHIRURGIA GENERALE","m1",49.11.00,"FISTULOTOMIA ANALE  
Extrasfinterica","35,5"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","m1",49.21.00,"ANOSCOPIA","23,5"
"CHIRURGIA GENERALE","m1",49.23.00,"BIOPSIA DELL' ANO","28,5"
"CHIRURGIA GENERALE",,49.31.00,"ASPORTAZIONE ENDOSCOPICA O DEMOLIZIONE DI LESIONE O TESSUTO DELL'ANO  
Escissione di papilla anale ipertrofica","41,85"
"CHIRURGIA GENERALE",,49.39.00,"ALTRA ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DELL'ANO  
Asportazione o demolizione di ragadi anali  
Escluso: Asportazione o demolizione per via endoscopica (49.31)","41,85"
"CHIRURGIA GENERALE","m1",49.42.00,"INIEZIONI DELLE EMORROIDI","19,85"
"CHIRURGIA GENERALE",,49.45.00,"LEGATURA DELLE EMORROIDI","41,85"
"CHIRURGIA GENERALE",,49.46.00,"ASPORTAZIONE DELLE EMORROIDI  
Emorroidectomia NAS","41,85"
"CHIRURGIA GENERALE",,49.47.00,"RIMOZIONE DI EMORROIDI TROMBIZZATE","41,85"
"CHIRURGIA GENERALE",,49.59.00,"SFINTEROTOMIA ANALE  
Divisione di sfintere NAS (interna)","41,85"
"CHIRURGIA GENERALE","H",50.11.00,"BIOPSIA [PERCUTANEA][AGOBIOPSIA] DEL FEGATO  
Aspirazione diagnostica del fegato","77,45"
"DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA","H",50.19.01,"BIOPSIA [PERCUTANEA][AGOBIOPSIA] DEL FEGATO  
Aspirazione diagnostica TC-guidata","154,95"
"CHIRURGIA GENERALE","as",50.19.01,"Altre Biopsie addominali TC-guidate","154,95"
"DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA","as",50.19.01,"Altre Biopsie addominali TC-guidate","154,95"
"CHIRURGIA GENERALE","H",50.19.01,"BIOPSIA [PERCUTANEA][AGOBIOPSIA] DEL FEGATO  
Aspirazione diagnostica TC-guidata","154,95"
"CHIRURGIA GENERALE","H",51.31.00,"ASPIRAZIONE PERCUTANEA DEL FEGATO  
Alcolizzazione percutanea Eco-guidata  
Escluso: Biopsia percutanea (50.11)","154,95"
"DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA","H",51.31.00,"ASPIRAZIONE PERCUTANEA DEL FEGATO  
Alcolizzazione percutanea Eco-guidata  
Escluso: Biopsia percutanea (50.11)","154,95"
"CHIRURGIA GENERALE","H",51.12.00,"BIOPSIA PERCUTANEA DELLA COLECISTI E DEI DOTTI BILIARI  
Agobiopsia Eco-guidata delle vie biliari","87,8"
"DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA","H",51.12.00,"BIOPSIA PERCUTANEA DELLA COLECISTI E DEI DOTTI BILIARI  
Agobiopsia Eco-guidata delle vie biliari","87,8"
"DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA","as",51.12.00,"Agobiopsia eco-guidata del fegato","87,8"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","H",51.12.00,"BIOPSIA PERCUTANEA DELLA COLECISTI E DEI DOTTI BILIARI  
Agobiopsia Eco-guidata delle vie biliari","87,8"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","as",51.12.00,"Agobiopsia eco-guidata del fegato","87,8"
"CHIRURGIA GENERALE","as",51.12.00,"Agobiopsia eco-guidata del fegato","87,8"
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","H I **",521401,"BIOPSIA [ECOENDOSCOPICA] BILIOPANCREATICA
Non associabile a Biopsia [endoscopica] dell'intestino tenue (45.14)
Non associabile a Esofagogastroduodenoscopia [EGD] con biopsia (45.16)Non associabile a Biopsia [ecoendoscopica] esofagogastroduodenale (441401)
Non associabile a Ecoendoscopia biliopancreatica (521901)",890
"GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA","H I **",521901,"ECOENDOSCOPIA BILIOPANCREATICA
Non associabile a Esofagogastroduodenoscopia (45.13)
Non associabile a Ecoendoscopia esofagogastroduodenale (441931)",350
"CHIRURGIA GENERALE","I HR",53.00.01,"RIPARAZIONE MONOLATERALE DI ERNIA INGUINALE DIRETTA O INDIRETTA. 
Incluso: Visita anestesiologica, ECG, esami di laboratorio, Visita post intervento",1054
"CHIRURGIA GENERALE","I HR",53.00.02,"RIPARAZIONE MONOLATERALE DI ERNIA INGUINALE CON INNESTO O PROTESI DIRETTA O INDIRETTA.  Incluso: Visita anestesiologica, ECG, esami di laboratorio, Visita post intervento",1054
"CHIRURGIA GENERALE","I HR",53.21.01,"RIPARAZIONE MONOLATERALE DI ERNIA CRURALE CON INNESTO O PROTESI. 
Incluso: Visita anestesiologica, ECG, esami di laboratorio, Visita post intervento",1054
